195143	-935374.167395
195341	-935353.775071
195535	-935565.123417
195730	-935560.573421
195926	-935593.547086
196127	-935522.384996
196324	-935582.649052
196530	-935613.576452
196726	-935587.630083
196928	-935557.652659
197122	-935564.869203
197321	-935585.655609
197514	-935552.160898
197715	-935598.054463
197911	-935640.131485
198119	-935661.719290
198314	-935751.757417
198507	-935621.747904
198712	-935665.393809
198910	-935632.591638
199104	-935642.578147
199303	-935742.550333
199500	-935833.327399
199697	-935877.231409
199896	-935724.116888
200092	-935777.999663
200288	-935740.318457
200491	-935825.432960
200686	-935913.358494
200885	-935911.579659
201082	-935888.763174
201283	-936031.425103
201484	-936097.051593
201686	-936150.813249
201893	-936011.786928
202121	-936067.292798
202318	-935929.213379
202516	-935907.252278
202714	-935879.123876
202912	-935705.146931
203110	-935705.485435
203312	-935900.084978
203510	-935783.699266
203708	-936010.324182
203907	-935968.372309
204114	-935953.313528
204310	-935883.616873
204506	-935925.371806
204708	-936022.496524
204906	-936009.610186
205106	-936204.287477
205305	-936275.613985
205501	-936371.583637
205697	-936262.905097
205895	-936437.548013
206089	-936445.966160
206291	-936426.515828
206488	-936352.040555
206686	-936362.915358
206885	-936187.353103
207084	-936247.358870
207283	-936264.436922
207479	-936216.001754
207672	-936275.074379
207869	-936362.154759
208064	-936275.453472
208259	-936323.387282
208457	-936224.692595
208659	-936290.460256
208857	-936328.359657
209053	-936343.606547
209258	-936467.153233
209455	-936420.940369
209652	-936566.715064
209856	-936466.907928
210050	-936472.960089
210246	-936429.209601
210446	-936346.847820
210647	-936392.914583
210844	-936342.324206
211043	-936427.427188
211244	-936568.266049
211442	-936423.746652
211641	-936418.925428
211841	-936527.976296
212036	-936411.873768
212232	-936611.731296
212427	-936564.276255
212622	-936554.608517
212819	-936517.145036
213014	-936579.352983
213210	-936779.571854
213406	-936717.073063
213611	-936710.816514
213807	-936600.795833
214012	-936639.610570
214211	-936676.812872
214409	-936687.035294
214606	-936747.339591
214808	-936750.438259
0.750000	-242413.351077
