210078	-892371.543071
210329	-892331.138740
210534	-892319.271817
210756	-892353.701084
210963	-892340.165309
211181	-892463.092709
211384	-892435.262223
211588	-892531.468926
211804	-892377.093992
212012	-892421.612881
212230	-892420.686868
212441	-892547.737832
212649	-892660.032183
212861	-892479.220267
213066	-892610.133273
213278	-892514.368788
213486	-892534.285493
213691	-892538.492131
213901	-892438.819600
214108	-892503.544056
214316	-892459.746048
214522	-892360.407267
214728	-892390.089044
214939	-892375.729155
215146	-892407.020603
215359	-892475.079532
215565	-892401.446548
215775	-892319.200813
215985	-892379.491768
216197	-892493.407665
216408	-892414.225127
216615	-892352.133040
216844	-892435.055092
217050	-892427.363571
217257	-892467.854320
217470	-892490.781617
217686	-892441.931824
217913	-892343.847564
218134	-892381.655077
218358	-892380.623205
218568	-892417.238223
218776	-892371.820170
218986	-892412.806937
219193	-892339.863290
219402	-892399.350491
219609	-892358.180827
219813	-892468.771909
220026	-892535.167357
220231	-892583.870951
220463	-892689.477545
220672	-892566.323995
220877	-892613.037325
221084	-892557.506843
221298	-892557.919616
221502	-892616.348066
221707	-892557.712077
221913	-892566.826927
222121	-892532.714159
222324	-892600.952280
222528	-892587.308835
222732	-892538.997474
222936	-892575.146230
223140	-892531.098508
223345	-892595.931936
223556	-892667.815905
223766	-892520.175368
223976	-892499.629037
224181	-892480.382529
224395	-892543.039877
224599	-892459.077412
224802	-892523.546432
225012	-892501.089142
225218	-892618.075166
225424	-892563.660496
225630	-892610.497509
225836	-892622.491768
226044	-892651.401047
226252	-892629.387541
226461	-892505.834899
226665	-892632.465381
226872	-892609.385540
227077	-892623.555112
227283	-892568.461106
227488	-892596.298925
227693	-892587.715986
227898	-892609.792565
228136	-892590.526507
228341	-892536.740958
228545	-892517.612041
228751	-892501.589561
228960	-892521.512266
229174	-892579.449414
229380	-892652.082298
229586	-892495.447764
229791	-892516.483015
229999	-892564.975606
230210	-892616.634345
230424	-892583.281048
230631	-892657.906866
230837	-892575.989402
