108242	-903578.266695
108355	-903517.103868
108464	-903554.625537
108572	-903575.942883
108681	-903656.926424
108790	-903707.129194
108901	-903639.033868
109012	-903655.906121
109122	-903646.559796
109234	-903578.612049
109348	-903561.240964
109458	-903467.653294
109570	-903577.736267
109680	-903564.983299
109802	-903598.480898
109913	-903590.416632
110022	-903592.986432
110131	-903590.422555
110241	-903718.187102
110352	-903709.752345
110473	-903759.857137
110593	-903728.287493
110715	-903722.000106
110824	-903707.056943
110943	-903607.754820
111062	-903698.611468
111176	-903728.147482
111288	-903662.559976
111408	-903680.525239
111517	-903667.455170
111637	-903700.174869
111747	-903637.434520
111857	-903582.415915
111966	-903617.863545
112075	-903778.057059
112187	-903713.813660
112307	-903746.769369
112417	-903707.158512
112528	-903788.436734
112679	-903732.217937
112791	-903734.656625
112901	-903741.239685
113011	-903712.547156
113122	-903711.294339
113233	-903808.986390
113347	-903751.449964
113456	-903722.441001
113565	-903748.645812
113674	-903753.502654
113786	-903802.373554
113894	-903832.864298
114004	-903889.816721
114115	-903846.704266
114225	-903876.103911
114343	-903918.069993
114452	-903896.260518
114562	-903932.908149
114671	-903926.395518
114781	-903985.379967
114896	-903993.077623
115007	-903963.926484
115121	-903980.376225
115232	-903945.012988
115343	-904003.967298
115463	-903992.592981
115574	-903979.742289
115685	-903816.347462
115797	-903853.479672
115909	-904012.385056
116021	-903993.669936
116137	-903853.214414
116248	-903896.208273
116358	-903985.155743
116470	-903979.054255
116580	-903881.128630
116689	-903953.628223
116807	-903927.990655
116927	-904075.416467
117049	-904049.748140
117160	-904077.943386
117270	-904022.293950
117381	-904059.087379
117491	-904056.419111
117601	-904100.252555
117712	-904104.518009
117824	-904104.904538
117936	-904084.036364
118043	-904159.388277
118154	-904076.576639
118264	-904093.561467
118373	-904043.124866
118483	-904091.467580
118594	-904116.540498
118703	-904189.434040
118814	-904177.220354
118925	-904197.996319
119037	-904207.482266
119150	-904160.344468
119262	-904146.934489
119375	-904224.573512
0.500000	-234858.242557
