163210	-896532.333465
163376	-896534.164327
163537	-896636.311472
163699	-896731.561277
163860	-896671.474139
164028	-896645.205252
164199	-896664.089524
164363	-896622.609990
164529	-896611.066799
164692	-896724.473791
164859	-896641.510315
165022	-896566.266898
165188	-896670.997175
165354	-896607.888645
165516	-896653.465148
165680	-896453.549568
165844	-896591.084347
166013	-896591.010450
166176	-896527.477510
166340	-896593.546215
166508	-896599.903656
166671	-896556.582318
166835	-896575.899664
166997	-896539.208074
167163	-896380.833459
167327	-896499.132178
167491	-896462.171547
167653	-896554.563634
167819	-896655.691643
167982	-896702.487057
168147	-896774.353874
168313	-896733.149875
168476	-896716.732491
168644	-896741.766197
168807	-896704.771693
168970	-896742.654679
169134	-896914.246483
169299	-896918.329653
169466	-896884.351163
169635	-896834.026868
169798	-896885.930694
169962	-896936.774826
170125	-896843.027237
170299	-896913.340881
170462	-896931.551737
170627	-896884.646363
170789	-896941.669356
170964	-896834.519134
171132	-896856.099460
171297	-896817.694605
171471	-896875.547304
171636	-896994.134831
171801	-896900.890636
171966	-896900.055950
172131	-896862.055848
172297	-896781.552115
172465	-896732.702254
172635	-896749.984475
172799	-896865.296333
172962	-896912.931995
173124	-896848.682515
173285	-896890.790493
173447	-896846.497699
173610	-896777.664006
173769	-896739.962299
173935	-896915.066186
174104	-896865.697116
174273	-896865.637249
174438	-896979.512860
174608	-896920.548530
174778	-897019.315206
174941	-896984.383297
175108	-896905.242638
175281	-897071.432677
175447	-896971.164270
175613	-897065.090161
175779	-897066.050576
175943	-896997.220979
176108	-896992.772521
176273	-896982.185854
176440	-897008.164528
176605	-896956.470157
176770	-897032.238620
176938	-897010.124556
177123	-897111.538122
177297	-897102.521370
177461	-896969.599937
177625	-896942.652800
177789	-896991.028523
177953	-897063.008625
178117	-897049.875721
178282	-896937.525168
178448	-896978.620832
178615	-897035.881672
178780	-896991.647928
178944	-897119.049523
179113	-897106.408990
179274	-896981.697670
179441	-897052.452247
179616	-897055.713064
0.500000	-233605.322613
